date,open,close
2020-03-06 00:00:00,,7924.86
2020-03-09 00:00:00,7924.86,7311.7
2020-03-10 00:00:00,7311.7,7832.6
2020-03-11 00:00:00,7832.6,7536.45
2020-03-12 00:00:00,7536.45,7555.6
2020-03-13 00:00:00,7555.6,7747.11
2020-03-16 00:00:00,7747.11,7188.93
2020-03-17 00:00:00,7188.93,7304.06
2020-03-18 00:00:00,7304.06,7206.35
2020-03-19 00:00:00,7206.35,7462.47
2020-03-20 00:00:00,7462.47,7338.69
2020-03-23 00:00:00,7338.69,6717.57
2020-03-24 00:00:00,6717.57,6740.5
2020-03-25 00:00:00,6740.5,6901.91
2020-03-26 00:00:00,6901.91,6734.75
2020-03-27 00:00:00,6734.75,6652.77
2020-03-30 00:00:00,6652.77,6473.54
2020-03-31 00:00:00,6473.54,6424.97
2020-04-01 00:00:00,6424.97,6514.89
2020-04-02 00:00:00,6514.89,6973.09
2020-04-03 00:00:00,6973.09,6888.49
2020-04-07 00:00:00,,7081.23
2020-04-08 00:00:00,7081.23,7139.49
2020-04-09 00:00:00,7139.49,7065.3
2020-04-10 00:00:00,7065.3,6722.72
2020-04-13 00:00:00,6722.72,6545.41
2020-04-14 00:00:00,6545.41,6768.37
2020-04-15 00:00:00,6768.37,6840.81
2020-04-16 00:00:00,6840.81,6950.68
2020-04-17 00:00:00,6950.68,7130.53
2020-04-20 00:00:00,7130.53,7216.45
2020-04-21 00:00:00,7216.45,7049.52
2020-04-22 00:00:00,7049.52,7098.01
2020-04-23 00:00:00,7098.01,6977.47
2020-04-24 00:00:00,6977.47,6815.27
2020-04-27 00:00:00,6815.27,6721.73
2020-04-28 00:00:00,6721.73,6973.28
2020-04-29 00:00:00,6973.28,6928.73
2020-04-30 00:00:00,6928.73,7416.14
2020-05-06 00:00:00,,7812.56
2020-05-07 00:00:00,7812.56,7762.12
2020-05-08 00:00:00,7762.12,7799.18
2020-05-11 00:00:00,7799.18,7745.27
2020-05-12 00:00:00,7745.27,7880.77
2020-05-13 00:00:00,7880.77,7903.84
2020-05-14 00:00:00,7903.84,7889.07
2020-05-15 00:00:00,7889.07,8186.4
2020-05-18 00:00:00,8186.4,7876.24
2020-05-19 00:00:00,7876.24,8271.34
2020-05-20 00:00:00,8271.34,8088.03
2020-05-21 00:00:00,8088.03,7795.68
2020-05-22 00:00:00,7795.68,7662.8
2020-05-25 00:00:00,7662.8,7535.24
2020-05-26 00:00:00,7535.24,7724.99
2020-05-27 00:00:00,7724.99,7506.89
2020-05-28 00:00:00,7506.89,7441.52
2020-05-29 00:00:00,7441.52,7426.57
2020-06-01 00:00:00,7426.57,7785.52
2020-06-02 00:00:00,7785.52,7854.4
2020-06-03 00:00:00,7854.4,7855.6
2020-06-04 00:00:00,7855.6,7761.36
2020-06-05 00:00:00,7761.36,7930.36
2020-06-08 00:00:00,7930.36,7835.12
2020-06-09 00:00:00,7835.12,7925.51
2020-06-10 00:00:00,7925.51,7867.92
2020-06-11 00:00:00,7867.92,7812.6
2020-06-12 00:00:00,7812.6,7767.45
2020-06-15 00:00:00,7767.45,7596.02
2020-06-16 00:00:00,7596.02,7726.52
2020-06-17 00:00:00,7726.52,7654.09
2020-06-18 00:00:00,7654.09,7792.13
