date,open,close
2016-08-11 00:00:00,3017.05,2959.62
2016-08-12 00:00:00,2959.62,2990.58
2016-08-15 00:00:00,2990.58,3072.19
2016-08-16 00:00:00,3072.19,3082.89
2016-08-17 00:00:00,3082.89,3101.06
2016-08-18 00:00:00,3101.06,3086.03
2016-08-19 00:00:00,3086.03,3087.18
2016-08-22 00:00:00,3087.18,3059.25
2016-08-23 00:00:00,3059.25,3063.69
2016-08-24 00:00:00,3063.69,3080.34
2016-08-25 00:00:00,3080.34,3058.14
2016-08-26 00:00:00,3058.14,3060.16
2016-08-29 00:00:00,3060.16,3059.83
2016-08-30 00:00:00,3059.83,3054.86
2016-08-31 00:00:00,3054.86,3040.56
2016-09-01 00:00:00,3040.56,3021.96
2016-09-02 00:00:00,3021.96,2989.17
2016-09-05 00:00:00,2989.17,2996.14
2016-09-06 00:00:00,2996.14,3053.8
2016-09-07 00:00:00,3053.8,3042.75
2016-09-08 00:00:00,3042.75,3047.43
2016-09-09 00:00:00,3047.43,3007.57
2016-09-12 00:00:00,3007.57,2915.86
2016-09-13 00:00:00,2915.86,2937.9
2016-09-14 00:00:00,2937.9,2940.84
2016-09-19 00:00:00,2940.84,2971.9
2016-09-20 00:00:00,2971.9,2963.49
2016-09-21 00:00:00,2963.49,2974.92
2016-09-22 00:00:00,2974.92,2986.06
2016-09-23 00:00:00,2986.06,2982.32
2016-09-26 00:00:00,2982.32,2915.97
2016-09-27 00:00:00,2915.97,2949.14
2016-09-28 00:00:00,2949.14,2939.92
2016-09-29 00:00:00,2939.92,2957.51
2016-09-30 00:00:00,2957.51,2969.94
2016-10-10 00:00:00,2969.94,3054.73
2016-10-11 00:00:00,3054.73,3061.72
2016-10-12 00:00:00,3061.72,3070.68
2016-10-13 00:00:00,3070.68,3064.12
2016-10-14 00:00:00,3064.12,3040.99
2016-10-17 00:00:00,3040.99,3005.78
2016-10-18 00:00:00,3005.78,3034.39
2016-10-19 00:00:00,3034.39,3021.1
2016-10-20 00:00:00,3021.1,3040.3
2016-10-21 00:00:00,3040.3,3025.0
2016-10-24 00:00:00,3025.0,3044.18
2016-10-25 00:00:00,3044.18,3057.5
2016-10-26 00:00:00,3057.5,3042.88
2016-10-27 00:00:00,3042.88,3030.6
2016-10-28 00:00:00,3030.6,3003.94
2016-10-31 00:00:00,3003.94,2997.62
2016-11-01 00:00:00,2997.62,3021.07
2016-11-02 00:00:00,3021.07,2983.23
2016-11-03 00:00:00,2983.23,2991.92
2016-11-04 00:00:00,2991.92,2981.04
2016-11-07 00:00:00,2981.04,2965.51
2016-11-08 00:00:00,2965.51,2994.23
2016-11-09 00:00:00,2994.23,2959.1
2016-11-10 00:00:00,2959.1,2986.44
2016-11-11 00:00:00,2986.44,2982.07
2016-11-14 00:00:00,2982.07,2997.35
2016-11-15 00:00:00,2997.35,3018.47
2016-11-16 00:00:00,3018.47,3022.07
2016-11-17 00:00:00,3022.07,2990.88
2016-11-18 00:00:00,2990.88,2978.57
2016-11-21 00:00:00,2978.57,2974.25
2016-11-22 00:00:00,2974.25,2997.18
2016-11-23 00:00:00,2997.18,2981.66
2016-11-24 00:00:00,2981.66,2956.96
2016-11-25 00:00:00,2956.96,2987.33
2016-11-28 00:00:00,2987.33,2979.76
2016-11-29 00:00:00,2979.76,2965.86
2016-11-30 00:00:00,2965.86,2976.09
2016-12-01 00:00:00,2976.09,2977.38
2016-12-02 00:00:00,2977.38,2927.56
